0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,60,14,62,63,64,65,66,67,17,61,12,12,12,12,12,8,22,22,22,22,22,9,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13,28,42,43,44,45,46,47,27,11,12,12,12,8,22,23,30,30,30,30,30,11,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13,24,32,33,34,35,36,37,27,21,22,22,22,23,30,30,30,30,30,30,30,21,22,22,22,9,12,12,12,12,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13,30,32,33,34,35,36,37,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,11,12,12,12,12,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13,30,32,33,34,35,36,37,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,11,12,12,12,12,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13,30,32,33,34,35,36,37,30,1,2,2,3,30,30,30,30,30,30,30,30,30,30,30,30,11,12,12,12,12,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13,30,32,33,34,35,36,37,30,11,12,12,18,2,2,2,2,3,30,30,30,30,30,1,2,19,12,12,12,12,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13,30,32,33,34,35,36,37,30,11,12,12,12,12,12,12,12,18,2,2,2,2,2,19,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13,30,32,33,34,35,36,37,30,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13,30,32,33,34,35,36,37,30,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13,30,62,63,64,65,66,67,30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13,30,62,63,64,65,66,67,30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13,30,62,63,64,65,66,67,30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13,30,62,63,64,65,66,67,30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13,30,62,63,64,65,66,67,30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13,30,62,63,64,65,66,67,30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13,30,62,63,64,65,66,67,30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13,30,62,63,64,65,66,67,30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13,30,62,63,64,65,66,67,30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13,30,62,63,64,65,66,67,30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,60,14,62,63,64,65,66,67,17,61,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13,28,42,43,44,45,46,47,29,11,12,12,12,12,8,22,22,9,12,12,12,12,12,12,12,8,22,9,12,12,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13,24,32,33,34,35,36,37,27,11,12,12,12,12,13,31,63,11,12,12,12,12,12,12,8,23,30,21,9,12,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13,30,32,33,34,35,36,37,30,11,12,8,22,22,23,30,63,21,22,22,9,12,8,22,23,30,30,30,11,12,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13,30,32,33,34,35,36,37,30,11,12,13,30,30,30,30,63,64,65,66,21,22,23,30,30,30,30,30,11,12,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13,30,32,33,34,35,36,37,30,30,30,30,30,30,30,20,63,64,65,66,67,30,30,30,30,20,30,30,11,12,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13,30,32,33,34,35,36,37,30,11,12,18,2,3,30,30,63,64,65,66,67,30,30,30,30,30,30,1,19,12,0,0,0,0,0,0,0,0,0,0
